total_area,mean_deltaT,morris_row_index,identifier,Class
565.5260882007864,5.463832250814875,148,21,T
0,0,148,22,T
0,0,148,23,T
0,0,148,24,T
5.114866630960528,3.230073543628688,149,19,NT
0,0,149,20,T
860.3610500449398,3.04386894921678,149,21,T
0,0,149,22,T
3722.3124899551813,4.151321573566729,149,23,T
0,0,149,24,T
531.9426789882344,0.6417427375883099,15,19,NT
187.61122736467058,0.931259821335193,15,20,T
6017.409633881457,4.063226560756493,15,21,T
2875.279218020661,0.6048263680702853,15,22,T
2156.618522257089,1.1323407220914066,15,23,T
6303.759798473862,0.855061746979342,15,24,T
5.286541913526939,3.322351440974646,150,19,NT
0,0,150,20,T
4922.324331695916,3.591520147990873,150,21,T
0,0,150,22,T
0,0,150,23,T
0,0,150,24,T
130.26163601423968,1.1392776769569,151,19,NT
88.22422753613704,1.1563077035192997,151,20,T
7032.585874695157,3.223455928708202,151,21,T
2863.4492847547226,1.1542116664467337,151,22,T
672.0937841096811,1.9151270545763883,151,23,T
0,0,151,24,T
130.26163601423968,1.1392776769569,152,19,NT
88.22422753613704,1.1563077035192997,152,20,T
7032.585874695157,3.223455928708202,152,21,T
2863.4492847547226,1.1542116664467337,152,22,T
672.0937841096811,1.9151270545763883,152,23,T
0,0,152,24,T
5.286541913526939,3.322351440974646,153,19,NT
0,0,153,20,T
4922.324331695916,3.591520147990873,153,21,T
0,0,153,22,T
0,0,153,23,T
0,0,153,24,T
5.286541913526939,3.322351440974646,154,19,NT
0,0,154,20,T
4922.324331695916,3.591520147990873,154,21,T
0,0,154,22,T
0,0,154,23,T
0,0,154,24,T
130.26163601423968,1.1392776769569,155,19,NT
88.22422753613704,1.1563077035192997,155,20,T
7032.585874695157,3.223455928708202,155,21,T
2863.4492847547226,1.1542116664467337,155,22,T
672.0937841096811,1.9151270545763883,155,23,T
0,0,155,24,T
82.30540153504151,1.2282349515343158,156,19,NT
81.78003194711394,1.1568048128086355,156,20,T
3121.0175989677946,1.920220318182176,156,21,T
0,0,156,22,T
3850.641275178133,4.13592533213582,156,23,T
3595.7997818353815,1.1168171410146133,156,24,T
13.926016085661589,2.338054488597176,157,19,NT
0,0,157,20,T
3577.1218525154463,5.413733830150625,157,21,T
0,0,157,22,T
618.0862271199449,2.026268675016119,157,23,T
0,0,157,24,T
9.713599142544519,2.5593840595940787,158,19,NT
0,0,158,20,T
3662.102747404582,5.3998430800367165,158,21,T
0,0,158,22,T
618.0862271199459,2.026268675016119,158,23,T
0,0,158,24,T
3.309690203056061,3.2353713024577404,159,19,NT
0,0,159,20,T
2442.6247143291057,5.528210851026937,159,21,T
0,0,159,22,T
0,0,159,23,T
0,0,159,24,T
531.9426789882344,0.6417427375883099,16,19,NT
187.61122736467058,0.931259821335193,16,20,T
6017.409633881457,4.063226560756493,16,21,T
2875.279218020661,0.6048263680702853,16,22,T
2156.618522257089,1.1323407220914066,16,23,T
