total_area,morris_row_index,identifier,Class
0,53,16,NT
60.32122928169248,53,17,NT
0,54,13,NT
660.0319662465884,54,14,T
383.45139541546257,54,15,NT
0,54,16,NT
60.32122928169248,54,17,NT
0,55,13,NT
657.7233907524392,55,14,T
444.34640507601614,55,15,NT
0,55,16,NT
60.32122928156038,55,17,NT
0,56,13,NT
9510.368727083542,56,14,T
2108.3639379922674,56,15,NT
2032.2858933834714,56,16,NT
185.88149356895008,56,17,NT
0,57,13,NT
336.9016219046312,57,14,T
444.3464050909173,57,15,NT
0,57,16,NT
50.70330529447496,57,17,NT
0,58,13,NT
336.9016218748289,58,14,T
444.34640507601614,58,15,NT
0,58,16,NT
50.70330529447496,58,17,NT
0,59,13,NT
748.7590669684968,59,14,T
383.45139541546257,59,15,NT
0,59,16,NT
60.32122928169248,59,17,NT
0,6,13,NT
9510.368727083542,6,14,T
2108.3639379922674,6,15,NT
2032.2858933834714,6,16,NT
185.88149356895008,6,17,NT
0,60,13,NT
2265.5403980949905,60,14,T
1639.966197031932,60,15,NT
2032.2858933849266,60,16,NT
185.88149356895008,60,17,NT
0,61,13,NT
793.823006426951,61,14,T
678.797260548138,61,15,NT
0,61,16,NT
104.59461118621098,61,17,NT
