total_area,total_averaged_temperature,morris_row_index,location
1260.2193453868604,20.380877437275114,11,emmepark
684.6820667717211,17.784666061401367,110,limpbach
4343.1567026398625,16.52200026719724,110,grundbach
249.59991014252,18.249923867838532,110,hasle
1140.5117458324296,20.185664302836255,110,emmepark
5575.470648651888,19.647262573242188,111,limpbach
5415.305365399561,16.416750617418145,111,grundbach
249.59991014065736,18.249923867831665,111,hasle
1101.492787373973,20.127795576843962,111,emmepark
5575.470648651888,19.647262573242188,112,limpbach
5415.305365399561,16.416750617418145,112,grundbach
249.59991014065736,18.249923867831665,112,hasle
1101.492787373973,20.127795576843962,112,emmepark
5575.470648651888,19.647262573242188,113,limpbach
5415.305365399561,16.416750617418145,113,grundbach
249.59991014065736,18.249923867831665,113,hasle
1101.492787373973,20.127795576843962,113,emmepark
684.6820667717211,17.784666061401367,114,limpbach
4343.1567026398625,16.52200026719724,114,grundbach
249.59991014252,18.249923867838532,114,hasle
1140.511745832241,20.1856643028362,114,emmepark
684.6820667712211,17.784666061401367,115,limpbach
4568.717401208703,16.530666929009882,115,grundbach
249.59991014266103,18.24992386783862,115,hasle
1140.5117458324296,20.185664302836255,115,emmepark
5575.470648651888,19.647262573242188,116,limpbach
5415.305365399561,16.416750617418145,116,grundbach
249.59991014065736,18.249923867831665,116,hasle
1101.492787373973,20.127795576843962,116,emmepark
5575.470648651888,19.647262573242188,117,limpbach
5415.305365399561,16.416750617418145,117,grundbach
249.59991014065736,18.249923867831665,117,hasle
1101.492787373973,20.127795576843962,117,emmepark
3850.6412751191524,19.678470611572266,118,limpbach
3620.041741726914,16.62149020836598,118,grundbach
249.59991014148724,18.24992386783277,118,hasle
1250.0759994393932,20.338798108514045,118,emmepark
3850.641275178133,19.678470611572266,119,limpbach
3121.0175989677946,16.729637016612216,119,grundbach
249.59991014345132,18.249923867839698,119,hasle
1250.075999438322,20.338798108513252,119,emmepark
5559.146718343069,19.639619827270508,12,limpbach
7250.119787609978,16.893737336248037,12,grundbach
249.59991014190433,18.24992386783302,12,hasle
1260.2193453908865,20.38087743727968,12,emmepark
672.0937841096811,17.76752281188965,120,limpbach
7032.585874695157,16.830186712785085,120,grundbach
249.59991014065736,18.249923867831665,120,hasle
1330.0784019040166,20.442045056699587,120,emmepark
672.0937841096811,17.76752281188965,121,limpbach
7032.585874695157,16.830186712785085,121,grundbach
249.59991014065736,18.249923867831665,121,hasle
1330.0784019040166,20.442045056699587,121,emmepark
672.0937841096811,17.76752281188965,122,limpbach
7032.585874695157,16.830186712785085,122,grundbach
249.59991014065736,18.249923867831665,122,hasle
1330.0784019040166,20.442045056699587,122,emmepark
3850.6412751191524,19.678470611572266,123,limpbach
3620.041741726914,16.62149020836598,123,grundbach
249.59991014148724,18.24992386783277,123,hasle
1250.0759994393932,20.338798108514045,123,emmepark
684.6820667717211,17.784666061401367,124,limpbach
4343.1567026398625,16.52200026719724,124,grundbach
249.59991014252,18.249923867838532,124,hasle
1140.511745832241,20.1856643028362,124,emmepark
684.6820667712211,17.784666061401367,125,limpbach
4568.717401208703,16.530666929009882,125,grundbach
249.59991014266103,18.24992386783862,125,hasle
1140.5117458324296,20.185664302836255,125,emmepark
5575.470648651888,19.647262573242188,126,limpbach
5415.305365399561,16.416750617418145,126,grundbach
249.59991014065736,18.249923867831665,126,hasle
1101.492787373973,20.127795576843962,126,emmepark
5575.470648651888,19.647262573242188,127,limpbach
5415.305365399561,16.416750617418145,127,grundbach
249.59991014065736,18.249923867831665,127,hasle
1101.492787373973,20.127795576843962,127,emmepark
684.6820667712211,17.784666061401367,128,limpbach
4568.717401208703,16.530666929009882,128,grundbach
249.59991014266103,18.24992386783862,128,hasle
1140.5117458324296,20.185664302836255,128,emmepark
684.6820667717211,17.784666061401367,129,limpbach
4343.1567026398625,16.52200026719724,129,grundbach
249.59991014252,18.249923867838532,129,hasle
1140.511745832241,20.1856643028362,129,emmepark
672.0937841103427,17.76752281188965,13,limpbach
2912.8684718838745,16.04998338785827,13,grundbach
249.59991014190433,18.24992386783302,13,hasle
1359.0827280061353,20.488003505677458,13,emmepark
5559.146718344169,19.639619827270508,130,limpbach
7250.1197876127135,16.89373733624834,130,grundbach
249.59991014283565,18.249923867838728,130,hasle
1251.4570727203743,20.377251751363744,130,emmepark
5559.146718313266,19.639619827270508,131,limpbach
7250.119787609978,16.893737336248037,131,grundbach
249.59991014024027,18.249923867831416,131,hasle
1260.2193453868604,20.380877437275114,131,emmepark
672.0937841103427,17.76752281188965,132,limpbach
3075.1188965393885,16.073237880461928,132,grundbach
