Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
72	:	1778358185.156	   280.907	0	15778	0	0	Rscript run_model.R 72 4 1200 3
73	:	1778358185.612	   283.862	0	43519	0	0	Rscript run_model.R 73 4 1200 1
74	:	1778358186.287	   285.003	0	43519	0	0	Rscript run_model.R 74 7 1200 1
75	:	1778358204.814	   277.149	0	43143	0	0	Rscript run_model.R 75 7 720 1
76	:	1778358223.273	   273.680	0	19096	0	0	Rscript run_model.R 76 7 720 2.5
77	:	1778358233.964	   285.660	0	43131	0	0	Rscript run_model.R 77 6 720 1
78	:	1778358238.536	   288.671	0	43131	0	0	Rscript run_model.R 78 3 720 1
79	:	1778358241.338	   292.529	0	43519	0	0	Rscript run_model.R 79 3 1200 1
80	:	1778358248.807	   289.070	0	18004	0	0	Rscript run_model.R 80 3 1200 2.5
81	:	1778358445.968	   268.970	0	26042	0	0	Rscript run_model.R 81 3 560 2
82	:	1778358466.257	   273.587	0	25661	0	0	Rscript run_model.R 82 6 560 2
83	:	1778358469.489	   277.287	0	23976	0	0	Rscript run_model.R 83 6 1040 2
84	:	1778358471.303	   287.460	0	50992	0	0	Rscript run_model.R 84 6 1040 0.5
85	:	1778358481.975	   281.486	0	47396	0	0	Rscript run_model.R 85 5 560 1
86	:	1778358496.963	   278.200	0	44337	0	0	Rscript run_model.R 86 5 1040 1
87	:	1778358519.638	   278.065	0	44325	0	0	Rscript run_model.R 87 2 1040 1
88	:	1778358527.221	   283.979	0	19428	0	0	Rscript run_model.R 88 2 1040 2.5
89	:	1778358533.882	   286.973	0	43519	0	0	Rscript run_model.R 89 2 1200 1
90	:	1778358537.887	   284.735	0	18004	0	0	Rscript run_model.R 90 2 1200 2.5
91	:	1778358714.951	   271.622	0	18004	0	0	Rscript run_model.R 91 5 1200 2.5
92	:	1778358739.854	   275.728	0	19121	0	0	Rscript run_model.R 92 5 720 2.5
93	:	1778358746.787	   273.827	0	27482	0	0	Rscript run_model.R 93 6 400 2
94	:	1778358758.774	   286.702	0	55365	0	0	Rscript run_model.R 94 6 400 0.5
95	:	1778358763.473	   288.013	0	55365	0	0	Rscript run_model.R 95 3 400 0.5
96	:	1778358775.373	   285.319	0	52593	0	0	Rscript run_model.R 96 3 880 0.5
97	:	1778358797.716	   278.695	0	30927	0	0	Rscript run_model.R 97 5 1200 1.5
98	:	1778358811.209	   284.694	0	30927	0	0	Rscript run_model.R 98 2 1200 1.5
100	:	1778358822.633	   285.107	0	16157	0	0	Rscript run_model.R 100 2 720 3
99	:	1778358820.870	   288.478	0	15778	0	0	Rscript run_model.R 99 2 1200 3
101	:	1778358986.584	   276.923	0	31687	0	0	Rscript run_model.R 101 2 720 1.5
102	:	1778359015.595	   278.609	0	16157	0	0	Rscript run_model.R 102 2 720 3
103	:	1778359020.625	   276.650	0	16157	0	0	Rscript run_model.R 103 5 720 3
104	:	1778359045.488	   282.254	0	15766	0	0	Rscript run_model.R 104 5 1200 3
105	:	1778359051.499	   284.233	0	23864	0	0	Rscript run_model.R 105 5 1040 2
106	:	1778359060.704	   293.489	0	51630	0	0	Rscript run_model.R 106 5 1040 0.5
107	:	1778359076.424	   286.529	0	54966	0	0	Rscript run_model.R 107 5 560 0.5
108	:	1778359095.914	   281.629	0	54954	0	0	Rscript run_model.R 108 2 560 0.5
109	:	1778359107.749	   294.707	0	51634	0	0	Rscript run_model.R 109 4 1040 0.5
110	:	1778359109.357	   293.493	0	54966	0	0	Rscript run_model.R 110 4 560 0.5
111	:	1778359263.518	   279.844	0	54966	0	0	Rscript run_model.R 111 7 560 0.5
112	:	1778359294.397	   274.383	0	25673	0	0	Rscript run_model.R 112 7 560 2
113	:	1778359297.285	   283.629	0	52945	0	0	Rscript run_model.R 113 7 880 0.5
114	:	1778359327.751	   285.218	0	52605	0	0	Rscript run_model.R 114 4 880 0.5
115	:	1778359335.742	   278.665	0	23815	0	0	Rscript run_model.R 115 4 880 2
116	:	1778359354.207	   280.736	0	27482	0	0	Rscript run_model.R 116 4 400 2
117	:	1778359362.968	   294.662	0	50694	0	0	Rscript run_model.R 117 7 1040 0.5
