"x","y","flag"
2609209.52761712,1224471.87725024,1
2609209.73489712,1224471.87725024,1
2609209.94217712,1224471.87725024,1
2609210.14945712,1224471.87725024,1
2609210.35673712,1224471.87725024,1
2609210.56401712,1224471.87725024,1
2609210.77129712,1224471.87725024,1
2609210.97857712,1224471.87725024,1
2609211.18585712,1224471.87725024,1
2609211.39313712,1224471.87725024,1
2609211.60041712,1224471.87725024,1
2609211.80769712,1224471.87725024,1
2609212.01497712,1224471.87725024,1
2609212.22225712,1224471.87725024,1
2609212.42953712,1224471.87725024,1
2609212.63681712,1224471.87725024,1
2609212.84409712,1224471.87725024,1
2609213.05137712,1224471.87725024,1
2609213.25865712,1224471.87725024,1
2609213.46593712,1224471.87725024,1
2609213.67321711,1224471.87725024,1
2609213.88049711,1224471.87725024,1
2609214.08777711,1224471.87725024,1
2609214.29505711,1224471.87725024,1
2609214.50233711,1224471.87725024,1
2609214.70961711,1224471.87725024,1
2609214.91689711,1224471.87725024,1
2609215.12417711,1224471.87725024,1
2609215.33145711,1224471.87725024,1
2609215.53873711,1224471.87725024,1
2609215.74601711,1224471.87725024,1
2609215.95329711,1224471.87725024,1
2609216.16057711,1224471.87725024,1
2609216.36785711,1224471.87725024,1
2609216.57513711,1224471.87725024,1
2609216.78241711,1224471.87725024,1
2609216.98969711,1224471.87725024,1
2609217.19697711,1224471.87725024,1
2609217.40425711,1224471.87725024,1
2609217.61153711,1224471.87725024,1
2609217.81881711,1224471.87725024,1
2609218.02609711,1224471.87725024,1
2609218.23337711,1224471.87725024,1
2609218.44065711,1224471.87725024,1
2609218.64793711,1224471.87725024,1
2609218.85521711,1224471.87725024,1
2609219.06249711,1224471.87725024,1
2609219.26977711,1224471.87725024,1
2609219.47705711,1224471.87725024,1
2609219.68433711,1224471.87725024,1
2609219.89161711,1224471.87725024,1
2609220.09889711,1224471.87725024,1
2609220.30617711,1224471.87725024,1
2609220.51345711,1224471.87725024,1
2609220.72073711,1224471.87725024,1
2609220.92801711,1224471.87725024,1
2609221.13529711,1224471.87725024,1
2609221.34257711,1224471.87725024,1
2609221.54985711,1224471.87725024,1
2609221.7571371,1224471.87725024,1
2609221.9644171,1224471.87725024,1
2609222.1716971,1224471.87725024,1
2609222.3789771,1224471.87725024,1
2609222.5862571,1224471.87725024,1
2609222.7935371,1224471.87725024,1
2609223.0008171,1224471.87725024,1
2609223.2080971,1224471.87725024,1
2609223.4153771,1224471.87725024,1
2609223.6226571,1224471.87725024,1
2609223.8299371,1224471.87725024,1
2609224.0372171,1224471.87725024,1
2609224.2444971,1224471.87725024,1
2609224.4517771,1224471.87725024,1
2609224.6590571,1224471.87725024,1
2609224.8663371,1224471.87725024,1
2609225.0736171,1224471.87725024,1
2609225.2808971,1224471.87725024,1
2609225.4881771,1224471.87725024,1
2609225.6954571,1224471.87725024,1
2609225.9027371,1224471.87725024,1
2609226.1100171,1224471.87725024,1
2609226.3172971,1224471.87725024,1
2609226.5245771,1224471.87725024,1
2609226.7318571,1224471.87725024,1
2609226.9391371,1224471.87725024,1
2609227.1464171,1224471.87725024,1
2609227.3536971,1224471.87725024,1
2609227.5609771,1224471.87725024,1
2609227.7682571,1224471.87725024,1
2609227.9755371,1224471.87725024,1
2609228.1828171,1224471.87725024,1
2609228.3900971,1224471.87725024,1
2609228.5973771,1224471.87725024,1
2609228.8046571,1224471.87725024,1
2609229.0119371,1224471.87725024,1
2609229.2192171,1224471.87725024,1
2609229.4264971,1224471.87725024,1
2609229.6337771,1224471.87725024,1
2609209.52761712,1224471.66997024,1
2609209.73489712,1224471.66997024,1
2609209.94217712,1224471.66997024,1
2609210.14945712,1224471.66997024,1
2609210.35673712,1224471.66997024,1
2609210.56401712,1224471.66997024,1
2609210.77129712,1224471.66997024,1
2609210.97857712,1224471.66997024,1
2609211.18585712,1224471.66997024,1
2609211.39313712,1224471.66997024,1
2609211.60041712,1224471.66997024,1
2609211.80769712,1224471.66997024,1
2609212.01497712,1224471.66997024,1
2609212.22225712,1224471.66997024,1
2609212.42953712,1224471.66997024,1
2609212.63681712,1224471.66997024,1
2609212.84409712,1224471.66997024,1
2609213.05137712,1224471.66997024,1
2609213.25865712,1224471.66997024,1
2609213.46593712,1224471.66997024,1
2609213.67321711,1224471.66997024,1
2609213.88049711,1224471.66997024,1
2609214.08777711,1224471.66997024,1
2609214.29505711,1224471.66997024,1
2609214.50233711,1224471.66997024,1
2609214.70961711,1224471.66997024,1
2609214.91689711,1224471.66997024,1
2609215.12417711,1224471.66997024,1
2609215.33145711,1224471.66997024,1
2609215.53873711,1224471.66997024,1
2609215.74601711,1224471.66997024,1
2609215.95329711,1224471.66997024,1
2609216.16057711,1224471.66997024,1
2609216.36785711,1224471.66997024,1
2609216.57513711,1224471.66997024,1
2609216.78241711,1224471.66997024,1
2609216.98969711,1224471.66997024,1
2609217.19697711,1224471.66997024,1
2609217.40425711,1224471.66997024,1
2609217.61153711,1224471.66997024,1
2609217.81881711,1224471.66997024,1
2609218.02609711,1224471.66997024,1
2609218.23337711,1224471.66997024,1
2609218.44065711,1224471.66997024,1
2609218.64793711,1224471.66997024,1
2609218.85521711,1224471.66997024,1
2609219.06249711,1224471.66997024,1
2609219.26977711,1224471.66997024,1
2609219.47705711,1224471.66997024,1
2609219.68433711,1224471.66997024,1
2609219.89161711,1224471.66997024,1
2609220.09889711,1224471.66997024,1
2609220.30617711,1224471.66997024,1
2609220.51345711,1224471.66997024,1
2609220.72073711,1224471.66997024,1
2609220.92801711,1224471.66997024,1
2609221.13529711,1224471.66997024,1
2609221.34257711,1224471.66997024,1
2609221.54985711,1224471.66997024,1
2609221.7571371,1224471.66997024,1
2609221.9644171,1224471.66997024,1
2609222.1716971,1224471.66997024,1
2609222.3789771,1224471.66997024,1
2609222.5862571,1224471.66997024,1
2609222.7935371,1224471.66997024,1
2609223.0008171,1224471.66997024,1
2609223.2080971,1224471.66997024,1
2609223.4153771,1224471.66997024,1
2609223.6226571,1224471.66997024,1
2609223.8299371,1224471.66997024,1
2609224.0372171,1224471.66997024,1
2609224.2444971,1224471.66997024,1
2609224.4517771,1224471.66997024,1
2609224.6590571,1224471.66997024,1
2609224.8663371,1224471.66997024,1
2609225.0736171,1224471.66997024,1
2609225.2808971,1224471.66997024,1
2609225.4881771,1224471.66997024,1
2609225.6954571,1224471.66997024,1
2609225.9027371,1224471.66997024,1
2609226.1100171,1224471.66997024,1
2609226.3172971,1224471.66997024,1
2609226.5245771,1224471.66997024,1
2609226.7318571,1224471.66997024,1
2609226.9391371,1224471.66997024,1
2609227.1464171,1224471.66997024,1
2609227.3536971,1224471.66997024,1
2609227.5609771,1224471.66997024,1
2609227.7682571,1224471.66997024,1
2609227.9755371,1224471.66997024,1
2609228.1828171,1224471.66997024,1
2609228.3900971,1224471.66997024,1
2609228.5973771,1224471.66997024,1
2609228.8046571,1224471.66997024,1
2609229.0119371,1224471.66997024,1
2609229.2192171,1224471.66997024,1
2609229.4264971,1224471.66997024,1
2609209.32033712,1224471.46269024,1
2609209.52761712,1224471.46269024,1
2609209.73489712,1224471.46269024,1
2609209.94217712,1224471.46269024,1
2609210.14945712,1224471.46269024,1
2609210.35673712,1224471.46269024,1
2609210.56401712,1224471.46269024,1
2609210.77129712,1224471.46269024,1
2609210.97857712,1224471.46269024,1
2609211.18585712,1224471.46269024,1
2609211.39313712,1224471.46269024,1
2609211.60041712,1224471.46269024,1
2609211.80769712,1224471.46269024,1
2609212.01497712,1224471.46269024,1
2609212.22225712,1224471.46269024,1
2609212.42953712,1224471.46269024,1
2609212.63681712,1224471.46269024,1
2609212.84409712,1224471.46269024,1
2609213.05137712,1224471.46269024,1
2609213.25865712,1224471.46269024,1
2609213.46593712,1224471.46269024,1
2609213.67321711,1224471.46269024,1
2609213.88049711,1224471.46269024,1
2609214.08777711,1224471.46269024,1
2609214.29505711,1224471.46269024,1
2609214.50233711,1224471.46269024,1
2609214.70961711,1224471.46269024,1
2609214.91689711,1224471.46269024,1
2609215.12417711,1224471.46269024,1
2609215.33145711,1224471.46269024,1
2609215.53873711,1224471.46269024,1
2609215.74601711,1224471.46269024,1
2609215.95329711,1224471.46269024,1
2609216.16057711,1224471.46269024,1
2609216.36785711,1224471.46269024,1
2609216.57513711,1224471.46269024,1
2609216.78241711,1224471.46269024,1
2609216.98969711,1224471.46269024,1
2609217.19697711,1224471.46269024,1
2609217.40425711,1224471.46269024,1
2609217.61153711,1224471.46269024,1
2609217.81881711,1224471.46269024,1
2609218.02609711,1224471.46269024,1
2609218.23337711,1224471.46269024,1
2609218.44065711,1224471.46269024,1
2609218.64793711,1224471.46269024,1
2609218.85521711,1224471.46269024,1
2609219.06249711,1224471.46269024,1
2609219.26977711,1224471.46269024,1
2609219.47705711,1224471.46269024,1
2609219.68433711,1224471.46269024,1
2609219.89161711,1224471.46269024,1
2609220.09889711,1224471.46269024,1
2609220.30617711,1224471.46269024,1
2609220.51345711,1224471.46269024,1
2609220.72073711,1224471.46269024,1
2609220.92801711,1224471.46269024,1
2609221.13529711,1224471.46269024,1
2609221.34257711,1224471.46269024,1
2609221.54985711,1224471.46269024,1
2609221.7571371,1224471.46269024,1
2609221.9644171,1224471.46269024,1
2609222.1716971,1224471.46269024,1
2609222.3789771,1224471.46269024,1
2609222.5862571,1224471.46269024,1
2609222.7935371,1224471.46269024,1
2609223.0008171,1224471.46269024,1
2609223.2080971,1224471.46269024,1
2609223.4153771,1224471.46269024,1
2609223.6226571,1224471.46269024,1
2609223.8299371,1224471.46269024,1
2609224.0372171,1224471.46269024,1
2609224.2444971,1224471.46269024,1
2609224.4517771,1224471.46269024,1
2609224.6590571,1224471.46269024,1
2609224.8663371,1224471.46269024,1
2609225.0736171,1224471.46269024,1
2609225.2808971,1224471.46269024,1
2609225.4881771,1224471.46269024,1
2609225.6954571,1224471.46269024,1
2609225.9027371,1224471.46269024,1
2609226.1100171,1224471.46269024,1
2609226.3172971,1224471.46269024,1
2609226.5245771,1224471.46269024,1
2609226.7318571,1224471.46269024,1
2609226.9391371,1224471.46269024,1
2609227.1464171,1224471.46269024,1
2609227.3536971,1224471.46269024,1
2609227.5609771,1224471.46269024,1
2609227.7682571,1224471.46269024,1
2609227.9755371,1224471.46269024,1
2609228.1828171,1224471.46269024,1
2609228.3900971,1224471.46269024,1
2609228.5973771,1224471.46269024,1
2609228.8046571,1224471.46269024,1
2609229.0119371,1224471.46269024,1
2609229.2192171,1224471.46269024,1
2609229.4264971,1224471.46269024,1
2609229.6337771,1224471.46269024,1
2609209.11305712,1224471.25541024,1
2609209.52761712,1224471.25541024,1
2609209.73489712,1224471.25541024,1
2609209.94217712,1224471.25541024,1
2609210.14945712,1224471.25541024,1
2609210.35673712,1224471.25541024,1
2609210.56401712,1224471.25541024,1
2609210.77129712,1224471.25541024,1
2609210.97857712,1224471.25541024,1
2609211.18585712,1224471.25541024,1
2609211.39313712,1224471.25541024,1
2609211.60041712,1224471.25541024,1
2609211.80769712,1224471.25541024,1
2609212.01497712,1224471.25541024,1
2609212.22225712,1224471.25541024,1
2609212.42953712,1224471.25541024,1
2609212.63681712,1224471.25541024,1
2609212.84409712,1224471.25541024,1
2609213.05137712,1224471.25541024,1
2609213.25865712,1224471.25541024,1
2609213.46593712,1224471.25541024,1
2609213.67321711,1224471.25541024,1
2609213.88049711,1224471.25541024,1
2609214.08777711,1224471.25541024,1
2609214.29505711,1224471.25541024,1
2609214.50233711,1224471.25541024,1
2609214.70961711,1224471.25541024,1
2609214.91689711,1224471.25541024,1
2609215.12417711,1224471.25541024,1
2609215.33145711,1224471.25541024,1
2609215.53873711,1224471.25541024,1
2609215.74601711,1224471.25541024,1
2609215.95329711,1224471.25541024,1
2609216.16057711,1224471.25541024,1
2609216.36785711,1224471.25541024,1
2609216.57513711,1224471.25541024,1
2609216.78241711,1224471.25541024,1
2609216.98969711,1224471.25541024,1
2609217.19697711,1224471.25541024,1
2609217.40425711,1224471.25541024,1
2609217.61153711,1224471.25541024,1
2609217.81881711,1224471.25541024,1
2609218.02609711,1224471.25541024,1
2609218.23337711,1224471.25541024,1
2609218.44065711,1224471.25541024,1
2609218.64793711,1224471.25541024,1
2609218.85521711,1224471.25541024,1
2609219.06249711,1224471.25541024,1
2609219.26977711,1224471.25541024,1
2609219.47705711,1224471.25541024,1
2609219.68433711,1224471.25541024,1
2609219.89161711,1224471.25541024,1
2609220.09889711,1224471.25541024,1
2609220.30617711,1224471.25541024,1
2609220.51345711,1224471.25541024,1
2609220.72073711,1224471.25541024,1
2609220.92801711,1224471.25541024,1
2609221.13529711,1224471.25541024,1
2609221.34257711,1224471.25541024,1
2609221.54985711,1224471.25541024,1
2609221.7571371,1224471.25541024,1
2609221.9644171,1224471.25541024,1
2609222.1716971,1224471.25541024,1
2609222.3789771,1224471.25541024,1
2609222.5862571,1224471.25541024,1
2609222.7935371,1224471.25541024,1
2609223.0008171,1224471.25541024,1
2609223.2080971,1224471.25541024,1
2609223.4153771,1224471.25541024,1
2609223.6226571,1224471.25541024,1
2609223.8299371,1224471.25541024,1
2609224.0372171,1224471.25541024,1
2609224.2444971,1224471.25541024,1
2609224.4517771,1224471.25541024,1
2609224.6590571,1224471.25541024,1
2609224.8663371,1224471.25541024,1
2609225.0736171,1224471.25541024,1
2609225.2808971,1224471.25541024,1
2609225.4881771,1224471.25541024,1
2609225.6954571,1224471.25541024,1
2609225.9027371,1224471.25541024,1
2609226.1100171,1224471.25541024,1
2609226.3172971,1224471.25541024,1
2609226.5245771,1224471.25541024,1
2609226.7318571,1224471.25541024,1
2609226.9391371,1224471.25541024,1
2609227.1464171,1224471.25541024,1
2609227.3536971,1224471.25541024,1
2609227.5609771,1224471.25541024,1
2609227.7682571,1224471.25541024,1
2609227.9755371,1224471.25541024,1
2609228.1828171,1224471.25541024,1
2609228.3900971,1224471.25541024,1
2609228.5973771,1224471.25541024,1
2609228.8046571,1224471.25541024,1
2609229.0119371,1224471.25541024,1
2609229.2192171,1224471.25541024,1
2609229.4264971,1224471.25541024,1
2609209.11305712,1224471.04813024,1
2609209.32033712,1224471.04813024,1
2609209.52761712,1224471.04813024,1
2609209.73489712,1224471.04813024,1
2609209.94217712,1224471.04813024,1
2609210.14945712,1224471.04813024,1
2609210.35673712,1224471.04813024,1
2609210.56401712,1224471.04813024,1
2609210.77129712,1224471.04813024,1
2609210.97857712,1224471.04813024,1
2609211.18585712,1224471.04813024,1
2609211.39313712,1224471.04813024,1
2609211.60041712,1224471.04813024,1
2609211.80769712,1224471.04813024,1
2609212.01497712,1224471.04813024,1
2609212.22225712,1224471.04813024,1
2609212.42953712,1224471.04813024,1
2609212.63681712,1224471.04813024,1
2609212.84409712,1224471.04813024,1
2609213.05137712,1224471.04813024,1
2609213.25865712,1224471.04813024,1
2609213.46593712,1224471.04813024,1
2609213.67321711,1224471.04813024,1
2609213.88049711,1224471.04813024,1
2609214.08777711,1224471.04813024,1
2609214.29505711,1224471.04813024,1
2609214.50233711,1224471.04813024,1
2609214.70961711,1224471.04813024,1
2609214.91689711,1224471.04813024,1
2609215.12417711,1224471.04813024,1
2609215.33145711,1224471.04813024,1
2609215.53873711,1224471.04813024,1
2609215.74601711,1224471.04813024,1
2609215.95329711,1224471.04813024,1
2609216.16057711,1224471.04813024,1
2609216.36785711,1224471.04813024,1
2609216.57513711,1224471.04813024,1
2609216.78241711,1224471.04813024,1
2609216.98969711,1224471.04813024,1
2609217.19697711,1224471.04813024,1
2609217.40425711,1224471.04813024,1
2609217.61153711,1224471.04813024,1
2609217.81881711,1224471.04813024,1
2609218.02609711,1224471.04813024,1
2609218.23337711,1224471.04813024,1
2609218.44065711,1224471.04813024,1
2609218.64793711,1224471.04813024,1
2609218.85521711,1224471.04813024,1
2609219.06249711,1224471.04813024,1
2609219.26977711,1224471.04813024,1
2609219.47705711,1224471.04813024,1
2609219.68433711,1224471.04813024,1
2609219.89161711,1224471.04813024,1
2609220.09889711,1224471.04813024,1
2609220.30617711,1224471.04813024,1
2609220.51345711,1224471.04813024,1
2609220.72073711,1224471.04813024,1
2609220.92801711,1224471.04813024,1
2609221.13529711,1224471.04813024,1
2609221.34257711,1224471.04813024,1
2609221.54985711,1224471.04813024,1
2609221.7571371,1224471.04813024,1
2609221.9644171,1224471.04813024,1
2609222.1716971,1224471.04813024,1
2609222.3789771,1224471.04813024,1
2609222.5862571,1224471.04813024,1
2609222.7935371,1224471.04813024,1
2609223.0008171,1224471.04813024,1
2609223.2080971,1224471.04813024,1
2609223.4153771,1224471.04813024,1
2609223.6226571,1224471.04813024,1
2609223.8299371,1224471.04813024,1
2609224.0372171,1224471.04813024,1
2609224.2444971,1224471.04813024,1
2609224.4517771,1224471.04813024,1
2609224.6590571,1224471.04813024,1
2609224.8663371,1224471.04813024,1
2609225.0736171,1224471.04813024,1
2609225.2808971,1224471.04813024,1
2609225.4881771,1224471.04813024,1
2609225.6954571,1224471.04813024,1
2609225.9027371,1224471.04813024,1
2609226.1100171,1224471.04813024,1
2609226.3172971,1224471.04813024,1
2609226.5245771,1224471.04813024,1
2609226.7318571,1224471.04813024,1
2609226.9391371,1224471.04813024,1
2609227.1464171,1224471.04813024,1
2609227.3536971,1224471.04813024,1
2609227.5609771,1224471.04813024,1
2609227.7682571,1224471.04813024,1
2609227.9755371,1224471.04813024,1
2609228.1828171,1224471.04813024,1
2609228.3900971,1224471.04813024,1
2609228.5973771,1224471.04813024,1
2609228.8046571,1224471.04813024,1
2609229.0119371,1224471.04813024,1
2609229.2192171,1224471.04813024,1
2609229.4264971,1224471.04813024,1
2609209.11305712,1224470.84085024,1
2609209.32033712,1224470.84085024,1
2609209.52761712,1224470.84085024,1
2609209.73489712,1224470.84085024,1
2609209.94217712,1224470.84085024,1
2609210.14945712,1224470.84085024,1
2609210.35673712,1224470.84085024,1
2609210.56401712,1224470.84085024,1
2609210.77129712,1224470.84085024,1
2609210.97857712,1224470.84085024,1
2609211.18585712,1224470.84085024,1
2609211.39313712,1224470.84085024,1
2609211.60041712,1224470.84085024,1
2609211.80769712,1224470.84085024,1
2609212.01497712,1224470.84085024,1
2609212.22225712,1224470.84085024,1
2609212.42953712,1224470.84085024,1
2609212.63681712,1224470.84085024,1
2609212.84409712,1224470.84085024,1
2609213.05137712,1224470.84085024,1
2609213.25865712,1224470.84085024,1
2609213.46593712,1224470.84085024,1
2609213.67321711,1224470.84085024,1
2609213.88049711,1224470.84085024,1
2609214.08777711,1224470.84085024,1
2609214.29505711,1224470.84085024,1
2609214.50233711,1224470.84085024,1
2609214.70961711,1224470.84085024,1
2609214.91689711,1224470.84085024,1
2609215.12417711,1224470.84085024,1
2609215.33145711,1224470.84085024,1
2609215.53873711,1224470.84085024,1
2609215.74601711,1224470.84085024,1
2609215.95329711,1224470.84085024,1
2609216.16057711,1224470.84085024,1
2609216.36785711,1224470.84085024,1
2609216.57513711,1224470.84085024,1
2609216.78241711,1224470.84085024,1
2609216.98969711,1224470.84085024,1
2609217.19697711,1224470.84085024,1
2609217.40425711,1224470.84085024,1
2609217.61153711,1224470.84085024,1
2609217.81881711,1224470.84085024,1
2609218.02609711,1224470.84085024,1
2609218.23337711,1224470.84085024,1
2609218.44065711,1224470.84085024,1
2609218.64793711,1224470.84085024,1
2609218.85521711,1224470.84085024,1
2609219.06249711,1224470.84085024,1
2609219.26977711,1224470.84085024,1
2609219.47705711,1224470.84085024,1
2609219.68433711,1224470.84085024,1
2609219.89161711,1224470.84085024,1
2609220.09889711,1224470.84085024,1
2609220.30617711,1224470.84085024,1
2609220.51345711,1224470.84085024,1
2609220.72073711,1224470.84085024,1
2609220.92801711,1224470.84085024,1
2609221.13529711,1224470.84085024,1
2609221.34257711,1224470.84085024,1
2609221.54985711,1224470.84085024,1
2609221.7571371,1224470.84085024,1
2609221.9644171,1224470.84085024,1
2609222.1716971,1224470.84085024,1
2609222.3789771,1224470.84085024,1
2609222.5862571,1224470.84085024,1
2609222.7935371,1224470.84085024,1
2609223.0008171,1224470.84085024,1
2609223.2080971,1224470.84085024,1
2609223.4153771,1224470.84085024,1
2609223.6226571,1224470.84085024,1
2609223.8299371,1224470.84085024,1
2609224.0372171,1224470.84085024,1
2609224.2444971,1224470.84085024,1
2609224.4517771,1224470.84085024,1
2609224.6590571,1224470.84085024,1
2609224.8663371,1224470.84085024,1
2609225.0736171,1224470.84085024,1
2609225.2808971,1224470.84085024,1
2609225.4881771,1224470.84085024,1
2609225.6954571,1224470.84085024,1
2609225.9027371,1224470.84085024,1
2609226.1100171,1224470.84085024,1
2609226.3172971,1224470.84085024,1
2609226.5245771,1224470.84085024,1
2609226.7318571,1224470.84085024,1
2609226.9391371,1224470.84085024,1
2609227.1464171,1224470.84085024,1
2609227.3536971,1224470.84085024,1
2609227.5609771,1224470.84085024,1
2609227.7682571,1224470.84085024,1
2609227.9755371,1224470.84085024,1
2609228.1828171,1224470.84085024,1
2609228.3900971,1224470.84085024,1
2609228.5973771,1224470.84085024,1
2609228.8046571,1224470.84085024,1
2609229.0119371,1224470.84085024,1
2609229.2192171,1224470.84085024,1
2609208.90577712,1224470.63357024,1
2609209.32033712,1224470.63357024,1
2609209.52761712,1224470.63357024,1
2609209.73489712,1224470.63357024,1
2609209.94217712,1224470.63357024,1
2609210.14945712,1224470.63357024,1
2609210.35673712,1224470.63357024,1
2609210.56401712,1224470.63357024,1
2609210.77129712,1224470.63357024,1
2609210.97857712,1224470.63357024,1
2609211.18585712,1224470.63357024,1
2609211.39313712,1224470.63357024,1
2609211.60041712,1224470.63357024,1
2609211.80769712,1224470.63357024,1
2609212.01497712,1224470.63357024,1
2609212.22225712,1224470.63357024,1
2609212.42953712,1224470.63357024,1
2609212.63681712,1224470.63357024,1
2609212.84409712,1224470.63357024,1
2609213.05137712,1224470.63357024,1
2609213.25865712,1224470.63357024,1
2609213.46593712,1224470.63357024,1
2609213.67321711,1224470.63357024,1
2609213.88049711,1224470.63357024,1
2609214.08777711,1224470.63357024,1
2609214.29505711,1224470.63357024,1
2609214.50233711,1224470.63357024,1
2609214.70961711,1224470.63357024,1
2609214.91689711,1224470.63357024,1
2609215.12417711,1224470.63357024,1
2609215.33145711,1224470.63357024,1
2609215.53873711,1224470.63357024,1
2609215.74601711,1224470.63357024,1
2609215.95329711,1224470.63357024,1
2609216.16057711,1224470.63357024,1
2609216.36785711,1224470.63357024,1
2609216.57513711,1224470.63357024,1
2609216.78241711,1224470.63357024,1
2609216.98969711,1224470.63357024,1
2609217.19697711,1224470.63357024,1
2609217.40425711,1224470.63357024,1
2609217.61153711,1224470.63357024,1
2609217.81881711,1224470.63357024,1
2609218.02609711,1224470.63357024,1
2609218.23337711,1224470.63357024,1
2609218.44065711,1224470.63357024,1
2609218.64793711,1224470.63357024,1
2609218.85521711,1224470.63357024,1
2609219.06249711,1224470.63357024,1
2609219.26977711,1224470.63357024,1
2609219.47705711,1224470.63357024,1
2609219.68433711,1224470.63357024,1
2609219.89161711,1224470.63357024,1
2609220.09889711,1224470.63357024,1
2609220.30617711,1224470.63357024,1
2609220.51345711,1224470.63357024,1
2609220.72073711,1224470.63357024,1
2609220.92801711,1224470.63357024,1
2609221.13529711,1224470.63357024,1
2609221.34257711,1224470.63357024,1
2609221.54985711,1224470.63357024,1
2609221.7571371,1224470.63357024,1
2609221.9644171,1224470.63357024,1
2609222.1716971,1224470.63357024,1
2609222.3789771,1224470.63357024,1
2609222.5862571,1224470.63357024,1
2609222.7935371,1224470.63357024,1
2609223.0008171,1224470.63357024,1
2609223.2080971,1224470.63357024,1
2609223.4153771,1224470.63357024,1
2609223.6226571,1224470.63357024,1
2609223.8299371,1224470.63357024,1
2609224.0372171,1224470.63357024,1
2609224.2444971,1224470.63357024,1
2609224.4517771,1224470.63357024,1
2609224.6590571,1224470.63357024,1
2609224.8663371,1224470.63357024,1
2609225.0736171,1224470.63357024,1
2609225.2808971,1224470.63357024,1
2609225.4881771,1224470.63357024,1
2609225.6954571,1224470.63357024,1
2609225.9027371,1224470.63357024,1
2609226.1100171,1224470.63357024,1
2609226.3172971,1224470.63357024,1
2609226.5245771,1224470.63357024,1
2609226.7318571,1224470.63357024,1
2609226.9391371,1224470.63357024,1
2609227.1464171,1224470.63357024,1
2609227.3536971,1224470.63357024,1
2609227.5609771,1224470.63357024,1
2609227.7682571,1224470.63357024,1
2609227.9755371,1224470.63357024,1
2609228.1828171,1224470.63357024,1
2609228.3900971,1224470.63357024,1
2609228.5973771,1224470.63357024,1
2609228.8046571,1224470.63357024,1
2609229.0119371,1224470.63357024,1
2609229.2192171,1224470.63357024,1
2609209.32033712,1224470.42629024,1
2609209.52761712,1224470.42629024,1
2609209.73489712,1224470.42629024,1
2609209.94217712,1224470.42629024,1
2609210.14945712,1224470.42629024,1
2609210.35673712,1224470.42629024,1
2609210.56401712,1224470.42629024,1
2609210.77129712,1224470.42629024,1
2609210.97857712,1224470.42629024,1
2609211.18585712,1224470.42629024,1
2609211.39313712,1224470.42629024,1
2609211.60041712,1224470.42629024,1
2609211.80769712,1224470.42629024,1
2609212.01497712,1224470.42629024,1
2609212.22225712,1224470.42629024,1
2609212.42953712,1224470.42629024,1
2609212.63681712,1224470.42629024,1
2609212.84409712,1224470.42629024,1
2609213.05137712,1224470.42629024,1
2609213.25865712,1224470.42629024,1
2609213.46593712,1224470.42629024,1
2609213.67321711,1224470.42629024,1
2609213.88049711,1224470.42629024,1
2609214.08777711,1224470.42629024,1
2609214.29505711,1224470.42629024,1
2609214.50233711,1224470.42629024,1
2609214.70961711,1224470.42629024,1
2609214.91689711,1224470.42629024,1
2609215.12417711,1224470.42629024,1
2609215.33145711,1224470.42629024,1
2609215.53873711,1224470.42629024,1
2609215.74601711,1224470.42629024,1
2609215.95329711,1224470.42629024,1
2609216.16057711,1224470.42629024,1
2609216.36785711,1224470.42629024,1
2609216.57513711,1224470.42629024,1
2609216.78241711,1224470.42629024,1
2609216.98969711,1224470.42629024,1
2609217.19697711,1224470.42629024,1
2609217.40425711,1224470.42629024,1
2609217.61153711,1224470.42629024,1
2609217.81881711,1224470.42629024,1
2609218.02609711,1224470.42629024,1
2609218.23337711,1224470.42629024,1
2609218.44065711,1224470.42629024,1
2609218.64793711,1224470.42629024,1
2609218.85521711,1224470.42629024,1
2609219.06249711,1224470.42629024,1
2609219.26977711,1224470.42629024,1
2609219.47705711,1224470.42629024,1
2609219.68433711,1224470.42629024,1
2609219.89161711,1224470.42629024,1
2609220.09889711,1224470.42629024,1
2609220.30617711,1224470.42629024,1
2609220.51345711,1224470.42629024,1
2609220.72073711,1224470.42629024,1
2609220.92801711,1224470.42629024,1
2609221.13529711,1224470.42629024,1
2609221.34257711,1224470.42629024,1
2609221.54985711,1224470.42629024,1
2609221.7571371,1224470.42629024,1
2609221.9644171,1224470.42629024,1
2609222.1716971,1224470.42629024,1
2609222.3789771,1224470.42629024,1
2609222.5862571,1224470.42629024,1
2609222.7935371,1224470.42629024,1
2609223.0008171,1224470.42629024,1
2609223.2080971,1224470.42629024,1
2609223.4153771,1224470.42629024,1
2609223.6226571,1224470.42629024,1
2609223.8299371,1224470.42629024,1
2609224.0372171,1224470.42629024,1
2609224.2444971,1224470.42629024,1
2609224.4517771,1224470.42629024,1
2609224.6590571,1224470.42629024,1
2609224.8663371,1224470.42629024,1
2609225.0736171,1224470.42629024,1
2609225.2808971,1224470.42629024,1
2609225.4881771,1224470.42629024,1
2609225.6954571,1224470.42629024,1
2609225.9027371,1224470.42629024,1
2609226.1100171,1224470.42629024,1
2609226.3172971,1224470.42629024,1
2609226.5245771,1224470.42629024,1
2609226.7318571,1224470.42629024,1
2609226.9391371,1224470.42629024,1
2609227.1464171,1224470.42629024,1
2609227.3536971,1224470.42629024,1
2609227.5609771,1224470.42629024,1
2609227.7682571,1224470.42629024,1
