Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
41	:	1781167679.751	    11.167	0	0	0	0	Rscript run_model.R 41 2 1040 1.5
43	:	1781167690.706	     1.089	0	0	1	0	Rscript run_model.R 43 5 1040 3
47	:	1781167690.813	     7.995	0	0	1	0	Rscript run_model.R 47 6 1200 2.5
44	:	1781167690.737	    10.599	0	0	0	0	Rscript run_model.R 44 5 560 3
45	:	1781167690.766	    10.573	0	0	0	0	Rscript run_model.R 45 3 1200 1
49	:	1781167690.919	    10.437	0	0	0	0	Rscript run_model.R 49 7 1040 0.5
46	:	1781167690.800	    10.565	0	0	0	0	Rscript run_model.R 46 6 1200 1
48	:	1781167690.857	    10.596	0	0	0	0	Rscript run_model.R 48 6 720 2.5
50	:	1781167690.923	    10.561	0	0	0	0	Rscript run_model.R 50 7 1040 2
51	:	1781167691.803	    11.605	0	0	0	0	Rscript run_model.R 51 4 1040 2
52	:	1781167698.813	    11.743	0	0	0	0	Rscript run_model.R 52 4 560 2
57	:	1781167701.459	    10.266	0	0	0	0	Rscript run_model.R 57 6 880 2
53	:	1781167701.344	    10.458	0	0	0	0	Rscript run_model.R 53 5 560 2
54	:	1781167701.348	    10.470	0	0	0	0	Rscript run_model.R 54 2 560 2
55	:	1781167701.362	    10.490	0	0	0	0	Rscript run_model.R 55 2 1040 2
56	:	1781167701.370	    10.515	0	0	0	0	Rscript run_model.R 56 2 1040 0.5
58	:	1781167701.490	    10.424	0	0	0	0	Rscript run_model.R 58 3 880 2
59	:	1781167703.414	    11.792	0	0	0	0	Rscript run_model.R 59 3 400 2
64	:	1781167711.858	     4.603	0	0	1	0	Rscript run_model.R 64 5 720 3
66	:	1781167711.919	     4.620	0	0	1	0	Rscript run_model.R 66 7 720 2.5
60	:	1781167710.563	    10.832	0	0	0	0	Rscript run_model.R 60 3 400 0.5
61	:	1781167711.732	    10.239	0	0	0	0	Rscript run_model.R 61 2 1200 1.5
63	:	1781167711.823	    10.151	0	0	0	0	Rscript run_model.R 63 5 720 1.5
62	:	1781167711.809	    10.316	0	0	0	0	Rscript run_model.R 62 2 720 1.5
65	:	1781167711.889	    10.259	0	0	0	0	Rscript run_model.R 65 7 1200 2.5
67	:	1781167715.216	    11.132	0	0	0	0	Rscript run_model.R 67 7 720 1
71	:	1781167721.982	     4.998	0	0	1	0	Rscript run_model.R 71 4 1200 1.5
69	:	1781167716.546	    10.661	0	0	0	0	Rscript run_model.R 69 7 720 1.5
68	:	1781167716.469	    10.746	0	0	0	0	Rscript run_model.R 68 4 720 1
73	:	1781167722.131	     7.323	0	0	1	0	Rscript run_model.R 73 4 1200 1
70	:	1781167721.401	    10.456	0	0	0	0	Rscript run_model.R 70 4 720 1.5
74	:	1781167722.152	    10.243	0	0	0	0	Rscript run_model.R 74 7 1200 1
72	:	1781167722.125	    10.309	0	0	0	0	Rscript run_model.R 72 4 1200 3
75	:	1781167726.354	    10.791	0	0	0	0	Rscript run_model.R 75 7 720 1
76	:	1781167726.986	    10.540	0	0	0	0	Rscript run_model.R 76 7 720 2.5
77	:	1781167727.216	    10.429	0	0	0	0	Rscript run_model.R 77 6 720 1
78	:	1781167727.221	    10.700	0	0	0	0	Rscript run_model.R 78 3 720 1
79	:	1781167729.461	    10.874	0	0	0	0	Rscript run_model.R 79 3 1200 1
80	:	1781167731.864	    10.510	0	0	0	0	Rscript run_model.R 80 3 1200 2.5
81	:	1781167732.400	    10.429	0	0	0	0	Rscript run_model.R 81 3 560 2
82	:	1781167732.441	    10.404	0	0	0	0	Rscript run_model.R 82 6 560 2
83	:	1781167737.152	    10.942	0	0	0	0	Rscript run_model.R 83 6 1040 2
85	:	1781167737.652	    10.640	0	0	0	0	Rscript run_model.R 85 5 560 1
84	:	1781167737.554	    10.769	0	0	0	0	Rscript run_model.R 84 6 1040 0.5
86	:	1781167737.935	    10.480	0	0	0	0	Rscript run_model.R 86 5 1040 1
87	:	1781167740.342	    10.963	0	0	0	0	Rscript run_model.R 87 2 1040 1
88	:	1781167742.381	    10.221	0	0	0	0	Rscript run_model.R 88 2 1040 2.5
89	:	1781167742.835	    10.407	0	0	0	0	Rscript run_model.R 89 2 1200 1
90	:	1781167742.852	    10.405	0	0	0	0	Rscript run_model.R 90 2 1200 2.5
91	:	1781167748.099	    10.486	0	0	0	0	Rscript run_model.R 91 5 1200 2.5
93	:	1781167748.328	    10.404	0	0	0	0	Rscript run_model.R 93 6 400 2
92	:	1781167748.297	    10.466	0	0	0	0	Rscript run_model.R 92 5 720 2.5
94	:	1781167748.427	    10.358	0	0	0	0	Rscript run_model.R 94 6 400 0.5
95	:	1781167751.312	    10.989	0	0	0	0	Rscript run_model.R 95 3 400 0.5
96	:	1781167752.608	    10.322	0	0	0	0	Rscript run_model.R 96 3 880 0.5
97	:	1781167753.249	    10.569	0	0	0	0	Rscript run_model.R 97 5 1200 1.5
98	:	1781167753.263	    10.556	0	0	0	0	Rscript run_model.R 98 2 1200 1.5
99	:	1781167758.591	    10.573	0	0	0	0	Rscript run_model.R 99 2 1200 3
100	:	1781167758.738	    10.430	0	0	0	0	Rscript run_model.R 100 2 720 3
102	:	1781167758.790	    10.380	0	0	0	0	Rscript run_model.R 102 2 720 3
101	:	1781167758.770	    10.450	0	0	0	0	Rscript run_model.R 101 2 720 1.5
103	:	1781167762.306	    10.835	0	0	0	0	Rscript run_model.R 103 5 720 3
104	:	1781167762.935	    10.416	0	0	0	0	Rscript run_model.R 104 5 1200 3
106	:	1781167763.860	    10.380	0	0	0	0	Rscript run_model.R 106 5 1040 0.5
105	:	1781167763.827	    10.479	0	0	0	0	Rscript run_model.R 105 5 1040 2
107	:	1781167769.177	    10.945	0	0	0	0	Rscript run_model.R 107 5 560 0.5
108	:	1781167769.180	    10.945	0	0	0	0	Rscript run_model.R 108 2 560 0.5
109	:	1781167769.221	    10.907	0	0	0	0	Rscript run_model.R 109 4 1040 0.5
110	:	1781167769.227	    10.903	0	0	0	0	Rscript run_model.R 110 4 560 0.5
111	:	1781167773.147	    10.837	0	0	0	0	Rscript run_model.R 111 7 560 0.5
112	:	1781167773.356	    10.638	0	0	0	0	Rscript run_model.R 112 7 560 2
113	:	1781167774.246	    10.990	0	0	0	0	Rscript run_model.R 113 7 880 0.5
114	:	1781167774.312	    10.927	0	0	0	0	Rscript run_model.R 114 4 880 0.5
115	:	1781167780.137	    10.513	0	0	0	0	Rscript run_model.R 115 4 880 2
116	:	1781167780.269	    10.575	0	0	0	0	Rscript run_model.R 116 4 400 2
118	:	1781167780.386	    10.460	0	0	0	0	Rscript run_model.R 118 7 560 0.5
117	:	1781167780.343	    10.791	0	0	0	0	Rscript run_model.R 117 7 1040 0.5
119	:	1781167783.992	    11.263	0	0	0	0	Rscript run_model.R 119 7 560 2
120	:	1781167784.000	    11.257	0	0	0	0	Rscript run_model.R 120 4 560 2
122	:	1781167785.282	    10.224	0	0	0	0	Rscript run_model.R 122 5 720 1
121	:	1781167785.246	    10.417	0	0	0	0	Rscript run_model.R 121 5 720 2.5
125	:	1781167790.924	     7.588	0	0	1	0	Rscript run_model.R 125 7 400 2
123	:	1781167790.656	    10.653	0	0	0	0	Rscript run_model.R 123 2 720 1
124	:	1781167790.852	    10.460	0	0	0	0	Rscript run_model.R 124 2 1200 1
126	:	1781167791.140	    10.317	0	0	0	0	Rscript run_model.R 126 7 400 0.5
130	:	1781167795.669	     6.435	0	0	1	0	Rscript run_model.R 130 3 720 3
129	:	1781167795.513	    10.384	0	0	0	0	Rscript run_model.R 129 3 720 1.5
