total_area,total_averaged_temperature,morris_row_index,identifier,Class
70.39301430261965,20.543453653594433,54,19,T
1039.5332944744405,20.768963686078727,54,20,T
1039.5332944744405,20.768963686078727,54,21,T
672.0937841103427,17.76752281188965,54,22,T
252.56551126915326,18.98034015318042,55,18,NT
70.39301430261965,20.543453653594433,55,19,T
1039.5332944744405,20.768963686078727,55,20,T
1039.5332944744405,20.768963686078727,55,21,T
672.0937841103427,17.76752281188965,55,22,T
252.56551127072714,18.980340153180435,56,18,NT
70.39301430181982,20.543453653593247,56,19,T
1039.5332944763852,20.76896368607997,56,20,T
1039.5332944763852,20.76896368607997,56,21,T
658.2155355012912,17.749969482421875,56,22,T
810.7568498422613,19.585285186767578,56,23,T
57.724342850844835,18.453610468956125,57,18,NT
88.22422753613704,20.55235240274087,57,19,T
3637.9984287115262,20.48251724243164,57,20,T
3637.9984287115262,20.48251724243164,57,21,T
5559.146718313266,19.639619827270508,57,22,T
130.26163601423968,18.77805419725851,58,18,NT
88.22422753613704,20.55235240274087,58,19,T
2863.4492847547226,20.24560176548851,58,20,T
2863.4492847547226,20.24560176548851,58,21,T
672.0937841096811,17.76752281188965,58,22,T
130.26163601423968,18.77805419725851,59,18,NT
88.22422753613704,20.55235240274087,59,19,T
2863.4492847547226,20.24560176548851,59,20,T
2863.4492847547226,20.24560176548851,59,21,T
672.0937841096811,17.76752281188965,59,22,T
57.72434284670595,18.453610468936972,6,18,NT
88.22422753613704,20.55235240274087,6,19,T
3179.74679783707,20.423189163208008,6,20,T
3179.74679783707,20.423189163208008,6,21,T
5559.146718344169,19.639619827270508,6,22,T
82.30540153504151,18.59246507760089,60,18,NT
81.78003194711394,20.550640106591246,60,19,T
3850.641275178133,19.678470611572266,60,22,T
3595.7997818353815,19.68468817325307,60,23,T
57.72434284670595,18.453610468936972,61,18,NT
88.22422753613704,20.55235240274087,61,19,T
3179.74679783707,20.423189163208008,61,20,T
3179.74679783707,20.423189163208008,61,21,T
5559.146718344169,19.639619827270508,61,22,T
252.56551126915326,18.98034015318042,62,18,NT
70.39301430181763,20.54345365359298,62,19,T
1039.5332944744405,20.768963686078727,62,20,T
1039.5332944744405,20.768963686078727,62,21,T
672.0937841096811,17.76752281188965,62,22,T
252.56551126903364,18.980340153180418,63,18,NT
70.39301430181763,20.54345365359298,63,19,T
1039.5332944741267,20.768963686078532,63,20,T
1039.5332944741267,20.768963686078532,63,21,T
672.0937841103427,17.76752281188965,63,22,T
82.30540153504151,18.59246507760089,64,18,NT
81.78003194711394,20.550640106591246,64,19,T
3850.641275178133,19.678470611572266,64,22,T
3595.7997818353815,19.68468817325307,64,23,T
130.26163601423968,18.77805419725851,65,18,NT
88.22422753613704,20.55235240274087,65,19,T
2863.4492847547226,20.24560176548851,65,20,T
2863.4492847547226,20.24560176548851,65,21,T
672.0937841096811,17.76752281188965,65,22,T
130.26163601423968,18.77805419725851,66,18,NT
88.22422753613704,20.55235240274087,66,19,T
2863.4492847547226,20.24560176548851,66,20,T
2863.4492847547226,20.24560176548851,66,21,T
672.0937841096811,17.76752281188965,66,22,T
82.30540153504151,18.59246507760089,67,18,NT
81.78003194711394,20.550640106591246,67,19,T
3850.641275178133,19.678470611572266,67,22,T
3595.7997818353815,19.68468817325307,67,23,T
82.30540153504151,18.59246507760089,68,18,NT
81.78003194711394,20.550640106591246,68,19,T
3850.6412751191524,19.678470611572266,68,22,T
3595.7997818361932,19.68468817325307,68,23,T
130.26163601423968,18.77805419725851,69,18,NT
88.22422753613704,20.55235240274087,69,19,T
2863.4492847547226,20.24560176548851,69,20,T
2863.4492847547226,20.24560176548851,69,21,T
672.0937841096811,17.76752281188965,69,22,T
57.72434285043124,18.453610468956466,7,18,NT
88.22422753613704,20.55235240274087,7,19,T
3637.9984287073603,20.48251724243164,7,20,T
3637.9984287073603,20.48251724243164,7,21,T
5559.146718343069,19.639619827270508,7,22,T
82.30540153504151,18.59246507760089,70,18,NT
81.78003194711394,20.550640106591246,70,19,T
3850.641275178133,19.678470611572266,70,22,T
3595.7997818353815,19.68468817325307,70,23,T
130.26163601423968,18.77805419725851,71,18,NT
88.22422753613704,20.55235240274087,71,19,T
2863.4492847547226,20.24560176548851,71,20,T
2863.4492847547226,20.24560176548851,71,21,T
672.0937841096811,17.76752281188965,71,22,T
130.26163601423968,18.77805419725851,72,18,NT
88.22422753613704,20.55235240274087,72,19,T
2863.4492847547226,20.24560176548851,72,20,T
2863.4492847547226,20.24560176548851,72,21,T
672.0937841096811,17.76752281188965,72,22,T
57.72434285070716,18.453610468957173,73,18,NT
88.22422753570066,20.552352402740414,73,19,T
684.6820667712211,17.784666061401367,73,22,T
810.7568498193596,19.585285186767578,73,23,T
82.30540153123223,18.592465077596284,74,18,NT
88.22422753570066,20.552352402740414,74,19,T
684.6820667717211,17.784666061401367,74,22,T
810.7568498280364,19.585285186767578,74,23,T
130.26163601478683,18.77805419725853,75,18,NT
113.32252848126554,20.606662530871063,75,19,T
